OTU,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Kingdom,Phylum,Class,Order,Family,Genus,Species
0f0d80bc8bdcf4ed302f6d593517d536ac3bb82e,135.6830201,-0.298875196,0.746011639,-0.400630741,0.688692009,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus sp900315755
5532239080bd5ad273f3d65cd9d5eeec44991b09,4.184115054,0.475312553,0.305506673,1.555817253,0.119751554,0.467031061,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum hallii_A
91aa7c66e1bd103bb527bb2c1251c5f68df52689,685.3768723,-0.511787401,0.347540864,-1.472596333,0.140859914,0.511026665,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,unidentified,unidentified
0cdc1e051d130da702039473f57152b7f01b5a24,2112.572728,-0.131569319,0.335306019,-0.392385797,0.694773179,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,unidentified
1352bd9cb34dc7c58ff8a3cfbd9121dea34a8eac,1.154844552,0.972650836,0.456680402,2.129828282,0.033185793,0.23531744,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,unidentified
1fc73f1974949d6db65a33fbd3e8c328dd2b891e,3.190733934,1.084788189,0.614828122,1.764376337,0.077668639,0.397255991,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__QALR01,s__QALR01 sp900552255
8fb54046643a121dff795516c7d75ce3f87a9359,584.7262819,-0.54917713,0.468525313,-1.172139723,0.241140964,0.659964744,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus eutactus_A
a6837280a6c2d1f126560d1ec08012829a382101,1.157058214,0.061512098,0.502582518,0.122392037,0.902588545,0.957443363,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,unidentified,unidentified
24cd8b1411146d165866a7b056417d537fac1388,12.35878418,0.172844797,0.276393478,0.625357729,0.531736299,0.842140738,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TWA4,s__TWA4 sp000875945
2b14337d91b62ea8f0320d3c430a06c5b96e3755,2.014596269,-0.510863786,0.661111759,-0.772734381,0.439679595,0.814952996,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp900545585
33b7c2fbd8e00341ac946beb17afae01c0cdb143,11.7929781,-0.45342498,0.594382683,-0.762850252,0.445552708,0.814952996,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,unidentified
0b84a610bd79138a4d80b9202599e073171963c2,5.941927505,0.050889124,0.427637967,0.119000481,0.905274974,0.957443363,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__Oscillibacter sp000403435
0e07796fb8f7cf3610e211bde6c8bcf6b15eb0b9,9.75143143,-0.203543774,0.585431054,-0.347681888,0.7280791,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,unidentified,unidentified
99c72e6fb92b067d5565b4802a327e0fa98b2751,49.17472891,-0.179556051,0.361043418,-0.497325369,0.618959625,0.906645084,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,unidentified
9c31591bb0d899dabfe75eed0297d60c03264142,427.2092556,0.106564608,0.452782727,0.235354845,0.813933331,0.931202193,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister invisus
6098cb735808f689c837cd59262aedce8b5d38b3,6.765236139,-0.375255951,0.306109524,-1.225887863,0.220240877,0.623898892,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__OF09-33XD,s__OF09-33XD sp003481995
c0d465eb68a0c18b5b98196e08ab5eb830402d2d,18.13866015,0.177347841,0.324811562,0.54600224,0.585064397,0.89221584,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,unidentified,unidentified
157c499470e8f25af0fe549473aa92fae54a6fdc,4.863634974,-0.442622513,0.335860768,-1.317875011,0.187545492,0.568098967,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,unidentified
73cd2913776f2591c477a56f56e6ded8ef5fb05f,15.57303293,-0.504891495,0.42385306,-1.191194645,0.233577181,0.644921067,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia hominis
07443c4ebca15c568e2e38f997cf05fc4d7390c1,21.35502417,-0.115791538,0.540761276,-0.214126904,0.830448096,0.931202193,d__Bacteria,p__Proteobacteria,unidentified,unidentified,unidentified,unidentified,unidentified
2c8d9501560014a86daf1a0a03a71dd8a4db55a7,0.984011241,-0.124596653,0.599114482,-0.207968021,0.835253937,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_G
65f657296bafadbae9c249072a8adeb8ae550de8,1.251731184,-0.348230914,0.516366292,-0.674387385,0.500065061,0.816860204,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,unidentified
60bd03befc919c5e45cdf601db061ab934660777,136.9868524,-0.146764099,0.388397059,-0.377871292,0.70552621,0.931202193,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,unidentified,unidentified,unidentified
856792e700973d7c629ddee2b6c59e88a13fbfe1,2.773172608,0.047194324,0.459083406,0.102801198,0.918120755,0.964778709,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides caccae
7d1b5f787fbdd43e10472025f8102cc5d58c7718,102.2306422,0.240175602,0.352340184,0.681658276,0.495455057,0.814952996,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Intestinimonas,unidentified
66d2c3a50114463c5d0d560f35dd9be44be63562,17.57097224,-0.411740254,0.427441221,-0.963267542,0.335413278,0.735914312,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp900545585
978fad1ec061a29475b8d791a72beaebf4eaab1d,146.3992465,-0.190340325,0.612910685,-0.310551487,0.756141612,0.931202193,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila
4f84983310ab5e78c52c886d87aaa3c6f454a0ec,15.9048781,-0.062477215,0.29683125,-0.210480585,0.833292603,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-238,s__CAG-238 sp900542245
0dc238d6baf91f7308a0bc41893960a27bbf9ba0,976.5355482,0.116645307,0.166576426,0.700250988,0.483770574,0.814952996,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,unidentified
ecdf5d027a3123a260efe82063db47a0559df099,5.779899345,0.089430736,0.420685411,0.212583403,0.831651918,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp003612335
464358f16064244135bd5643c223342925ac0fdf,1.944629544,0.865579193,0.568327569,1.52302869,0.127751528,0.474505674,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,unidentified
34fc42ebb8ea888d062c839b1ee02455bc1d1e5b,1.285762656,0.527814971,0.576809678,0.915059146,0.360160581,0.753743498,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,unidentified
656571d8a125f674776c377fbb56c2cf8c1d26fc,1.704599884,0.638442342,0.596320656,1.070635967,0.284333145,0.72292732,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,unidentified,unidentified,unidentified
361d08513ea60b7cdb0e42ba5fbf4800068dc6a2,1.654308255,-0.310925943,0.497185105,-0.625372603,0.531726539,0.842140738,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania filiformis
a02399dd0c40daa7039f8a014022e1129a33a24c,105.6159913,0.110308468,0.238922826,0.461690789,0.644303078,0.926371245,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp000431375
fdba2faddf6534820bdc98df968322b3d272d14a,8.389676371,-0.312195047,0.458876954,-0.680345883,0.496285478,0.814952996,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__Marvinbryantia sp900066075
0900a77784cc329760fa7143352eb24e60a14fac,1.188604994,-0.389293005,0.536688433,-0.725361273,0.468230425,0.814952996,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,unidentified,unidentified
a6c3d208aea10c2626a43e6e70a5941c18a54812,13.75512158,-0.194730832,0.426875682,-0.456176916,0.648262763,0.927788909,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Butyricimonas,unidentified
78d31bf85b29ba493cda33252b311a5f22a90f5c,19.64138868,-0.121857045,0.383102807,-0.318079228,0.75042484,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,unidentified,unidentified
81cc055f74298138b5f252e0aeada751d6810949,4.734152296,-0.118697716,0.560065071,-0.21193558,0.832157292,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__Eubacterium_G sp000435815
24229cdd7aec3d986ab7a1af63861d0d8255c579,4.127206966,-0.168336561,0.59697871,-0.281980845,0.777958198,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,unidentified
04d03b149814614224b52a3865afe7b4a73eb3a9,1.76787379,0.945975539,0.446825689,2.117101956,0.034251196,0.236403917,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,unidentified
075196b7efb2ac2443aba8f2938ba1002dbeb789,2.875342602,-0.510152079,0.501955096,-1.016330111,0.309472215,0.729628573,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__Ruthenibacterium sp900546885
b8d34c828fd671a484cf168d70647ca6f3854971,23.27887558,-1.063886488,0.612144762,-1.737965518,0.08221689,0.407169359,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TF01-11,s__TF01-11 sp003529475
c13c6eaa93776b1bd6d66fc08641faeefceea7a6,5.162098946,0.20820943,0.469712,0.443270408,0.657570157,0.931202193,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides caccae
afb6a754e68c4f32662fcf9355c78bf3292c9ae5,1448.020194,0.321829613,0.21026296,1.530605359,0.125866956,0.473138439,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,unidentified
ca3e3c4f5a44f620029878f221a7467c8c5974a5,4.343279009,-0.928298426,0.548339591,-1.692926138,0.090469527,0.413835433,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,unidentified
2d26860381688c1d26d8fb5c0a63806caa4c87a7,149.09988,-0.170074531,0.207389241,-0.820074028,0.412173907,0.807889882,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-74,g__OEMS01,s__OEMS01 sp900199405
dac05d85846d9020d0cda2217c34a477a3379e0b,17.90961563,-0.720580123,0.272553939,-2.643807403,0.008197929,0.088198406,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Adlercreutzia,unidentified
33ce45e961db43f499944f132d53680e158365da,4.268352886,0.208556228,0.391411437,0.532831205,0.59415043,0.895531084,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum hallii_A
695ac613dbe5e1dd1156da5886a46a7ad696e59b,7.764999712,0.662358182,0.378269288,1.751022893,0.079941967,0.402288607,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,unidentified
7bf82ac115f0bc67a6af6fe53f18677c47e62d08,2557.327164,-0.056584064,0.243758402,-0.232131749,0.816435686,0.931202193,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter rectalis
27332c8480944ad62d79b1ad5607dacdf11f8e58,0.666135559,-0.063667388,0.662060514,-0.096165511,0.923389122,0.964778709,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum hallii_A
e9f9b8051cb5867b5a2c799e6e4262019945c0e4,60.05887565,-0.320559782,0.438273787,-0.731414452,0.46452604,0.814952996,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Muricomes,s__Muricomes fissicatena
4a7f09c6bc868610e2e72d6fef28d1ef34b3bb8e,325.4967124,0.382988618,0.385376569,0.993803591,0.320318498,0.734848318,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D bicirculans
c5829ced43715188e1d770caff6c69a7b857423b,3.83424202,0.38504543,0.342088315,1.125573173,0.260346229,0.688373079,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp000431375
50a29a8a61456613340bfbd329c6f0529eeeb489,1.908530895,1.385970778,0.413081328,3.355200743,0.000793074,0.020619927,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,unidentified
